,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
735,20829,France,"Currently a hard-edged wine that has tight structure and lacks sweetness. All the elements are there, the botrytis dryness, a racy vivid acidity, richness and balance. But they have yet to come together. Wait at least two years.",,91,,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Sigalas Rabaud 2006  Sauternes,Bordeaux-style White Blend,Château Sigalas Rabaud
736,59235,France,"This is a soft and easy wine. It has light apple and lemon flavors along with a orange zest tang. It is a light, crisp wine that is totally ready to drink.",Sur Lie,87,14.0,Loire Valley,Muscadet Côtes de Grandlieu,,Roger Voss,@vossroger,Domaine du Haut Bourg 2015 Sur Lie  (Muscadet Côtes de Grandlieu),Melon,Domaine du Haut Bourg
737,122914,US,"Restrained on the nose, this blend of 41% Grenache, 32% Syrah and 22% Mourvèdre offers black plum, milk chocolate, purple flower and vanilla on the nose. Black peppercorns show strongly on the palate along with black-plum skins and cola, but this still needs some bottle age to emerge to full potential.",Trajectory,89,52.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Leverage 2014 Trajectory Red (Paso Robles),Rhône-style Red Blend,Leverage
738,102652,US,"Akin to a lemon drop, this wine offers a richness of fruit and oak along with balance. It conveys a mix of gingersnap, baked apple and lemon meringue, particularly on the finish. Medium to full bodied, it's a layered and complex expression of the variety that's right for the table.",Breakaway,90,24.0,California,Knights Valley,Sonoma,Virginie Boone,@vboone,Hooker 2014 Breakaway Chardonnay (Knights Valley),Chardonnay,Hooker
739,46429,US,"This is winemaker Ross Cobb's own family project, from extremely cool sites along the Sonoma Coast, including the family's own Coastlands vineyard. Here, with Rice-Spivak, he skirts the edge of ripeness, producing a light, bright wine that's at first hard to penetrate. Faint notes of tart cherry and pomegranate weave through like a fog, a seasoning of allspice on the finish.",Rice-Spivak Vineyard,92,75.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Cobb 2012 Rice-Spivak Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb
740,116288,US,"Forward and accessible, this wine has broadly displayed flavors of berry and milk chocolate, along with more subtle details of cayenne and herb. The nuances sneak up on you, but make for a fascinating ride. Drink now or give it another 3–4 years.",Mt. Richmond,90,42.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Lemelson 2009 Mt. Richmond Pinot Noir (Willamette Valley),Pinot Noir,Lemelson
741,94877,Portugal,"The blend of Chardonnay and Fernão Pires gives this wine an attractive, textured character. It is full of ripe and creamy yellow fruit and citrus, with a streak of crisp acidity. Drink now.",Tagus Creek Branco,87,9.0,Tejo,,,Roger Voss,@vossroger,Falua 2014 Tagus Creek Branco White (Tejo),Portuguese White,Falua
742,25366,Portugal,"This wine is somewhat green, with upfront tannins. It does have more weight than previous vintages, along with some black plum fruits, but there is still a touch of green that won't disappear.",Tinto,87,20.0,Península de Setúbal,,,Roger Voss,@vossroger,Herdade da Comporta 2009 Tinto Red (Península de Setúbal),Portuguese Red,Herdade da Comporta
743,1119,France,"A blend of white Bordeaux and local Gers grapes, this is a smooth, medium sweet wine. With three years of aging, it has become mature, rich in smoky flavors as well as dried apricot and bitter oranges. Acidity keeps everything in line. It's ready to drink.",Quadrille,90,32.0,Southwest France,Gers,,Roger Voss,@vossroger,Domaine de Gensac 2011 Quadrille White (Gers),White Blend,Domaine de Gensac
744,75437,New Zealand,"This wine shows some intriguing complexity in its herbal, leafy aromas tinged with woodsmoke and berries. It's medium-bodied, with tart berry flavors and some slightly astringent, tea-like notes on the finish. Drink now–2012.",,85,25.0,Central Otago,,,Joe Czerwinski,@JoeCz,Stone Paddock 2007 Pinot Noir (Central Otago),Pinot Noir,Stone Paddock
745,59147,US,"A 100% Petite Sirah, this is inky, dark and thick, exuding tobacco, blackberry and an old-school rusticity true to its Mendocino roots.",True Grit,85,20.0,California,Mendocino,,Virginie Boone,@vboone,Parducci 2008 True Grit Petite Sirah (Mendocino),Petite Sirah,Parducci
746,12165,US,"Black-cherry compote rises on the entry of this wine that's medium in acidity and use of oak, with a punchy sense of sleek, savory fruit and baking spices. Friendly and fleshy, it's a meatier exploration of the variety by the producer, with a rounded, lengthy finish.",W.E. Bottoms Vineyard,91,48.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Zepaltas 2013 W.E. Bottoms Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Zepaltas
747,30364,US,"Rosés are unusual coming out of the valley and single-varietal, vineyard-designated ones an extreme rarity. This one is pale cherry in color with aromas of spice and herb. The palate is broad and textured in feel with abundant spice and mineral flavors and a lingering finish.",Nostra Terra Vineyard,88,22.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Ardor 2014 Nostra Terra Vineyard Mourvèdre (Walla Walla Valley (WA)),Mourvèdre,Ardor
748,8790,US,"An alluring combination of smoked meats and roasted peppers—think chile relleno with chorizo—frame the the aromas of this bottling, alongside espresso, mocha and fresh cigar. Once sipped, there's a smooth mouthfeel with cedar and cherry flavors, a touch of oregano and an oaky vanilla sense on the finish. The 19% Merlot evens things out.",,89,36.0,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Leoness 2011 Cabernet Franc-Merlot (Temecula Valley),Cabernet Franc-Merlot,Leoness
749,61616,Italy,"From one of Trento's leading wineries, this salmon-colored wine made from Pinot Nero and Chardonnay opens with aromas of rose, red berry and a whiff of nut paste. The palate displays more Pinot Nero, with wild cherry, strawberry and graphite flavors alongside a vibrant perlage and brisk acidity.",Rosé,90,35.0,Northeastern Italy,Trento,,Kerin O’Keefe,@kerinokeefe,Ferrari NV Rosé Sparkling (Trento),Sparkling Blend,Ferrari
750,28181,France,"This wine is dense, ripe and full of rich apricot and peach flavors, with a line of crisp lemon and a background of toast. Full in the mouth, this generous wine will be ready to drink from 2017. It comes Louis Max domaine vineyards in and around Mercurey.",Les Rochelles,90,65.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Louis Max 2014 Les Rochelles  (Mercurey),Chardonnay,Louis Max
751,60849,France,"88–90. Barrel sample. Signs of very ripe fruit are everywhere on this wine with soft tannins and a rich, sweet plum character. The palate is forward and likely to age fast.",Barrel Sample,89,,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château de Villegeorge 2012 Barrel Sample  (Haut-Médoc),Bordeaux-style Red Blend,Château de Villegeorge
752,102923,Italy,"This Tuscan red opens with aromas of red currant, cedar and espresso. The aromas carry over to the low-acid palate. The fruit is already drying up and the tannins are fleeting, so drink now.",Lucumone,86,30.0,Tuscany,Cortona,,Kerin O’Keefe,@kerinokeefe,Stefania Mezzetti 2012 Lucumone Cabernet Sauvignon (Cortona),Cabernet Sauvignon,Stefania Mezzetti
753,5673,US,"This is a very light expression of the grape from a San Francisco-based producer, with thyme, chaparral, cranberry, tart pomegranate juice and wet clay on the nose. The palate shows light, tangy cherry juice, fennel, crushed olive and peppery spice. It will work well for fans of this style, but there's not enough there to entertain the mainstream Pinot Noir fan.",Fiddlestix Vineyard,90,43.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Ryan Cochrane 2014 Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Ryan Cochrane
754,1841,US,"With aromas like sweet vanilla and candied cherries, and similarly syrupy flavors, this might make a better after-dinner wine than a table wine. The acidity and tannins are very subdued, so the overt fruitiness and oaky sweetness take over.",The Other,84,13.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Peirano 2012 The Other Red (Lodi),Red Blend,Peirano
755,39324,Italy,"Aromas of underbrush, leather, crushed blue flower, incense and balsamic notes lead the nose on this gorgeous wine. The palate delivers succulent black cherry layered with white pepper and clove alongside bracing tannins. Drink 2019–2034.",Rabajà Riserva,94,65.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Produttori del Barbaresco 2009 Rabajà Riserva  (Barbaresco),Nebbiolo,Produttori del Barbaresco
756,96803,US,"The best Kings Ridge Riesling since the 2007, this is a lickable, lipsmacking, sweet-tart bottle of lemon-lime fruits with a perfect blend of sugar and acid. It captures the refined elegance of the best Willamette Valley Rieslings, and the crisp minerality underscores the mouthwatering fruit.",,90,13.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Kings Ridge 2011 Riesling (Willamette Valley),Riesling,Kings Ridge
757,70267,New Zealand,"Over the years, Villa Maria has been working hard on upping the quality (and the price) of its entry-level Sauvignon Blanc. No longer a Best Buy candidate, the 2008 Private Bin is still a top value, offering slightly pungent, sweaty aromas but flavors of stone fruit accented by grassy-herbal notes. There's ample weight without heaviness and a zesty, fresh finish.",Private Bin,90,18.0,Marlborough,,,Joe Czerwinski,@JoeCz,Villa Maria 2008 Private Bin Sauvignon Blanc (Marlborough),Sauvignon Blanc,Villa Maria
758,114373,US,"Yellow melon and yellow-peach aromas meet with a touch of honey, apple blossom and wet cement on the nose of this bottling. Pleasant and elegant on the sip, this shows poached apples and bright citrus flavors, with an Asian-pear warmth in the midpalate and a crispy tension.",,90,30.0,California,Adelaida District,Central Coast,Matt Kettmann,@mattkettmann,Tablas Creek 2015 Grenache Blanc (Adelaida District),Grenache Blanc,Tablas Creek
759,85181,US,"From the oldest commercial vineyard in Santa Barbara County comes this heady bottling, showing aromas of deep black raspberry, vanilla bean, beef carpaccio, black pepper and sesame oil. Black and white pepper and bay leaf spice up the acid- and mineral-laced palate, where dark but sharply focused fruits of elderberry and boysenberry gain a savory touch from smoked pork.",Nielson Vineyard,94,45.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Byron 2013 Nielson Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Byron
760,108203,US,"Fresh hibiscus, black plum and smashed olallieberry meet with vibrant florality and wide range of dark spice on the nose of this blend of 70% Grenache and 30% Syrah. A pepper-laced structure releases flavors of black cherry, cola and a touch of charcoal on the well-hewn palate.",Acceleration,91,48.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Leverage 2014 Acceleration Red (Paso Robles),Rhône-style Red Blend,Leverage
761,16081,US,"A gritty Pinot, with jammy raspberry and cherry flavors, and an awkward overlay of sweet, caramelized oak.",,84,29.0,California,Chalk Hill,Sonoma,,,Prospero 2009 Pinot Noir (Chalk Hill),Pinot Noir,Prospero
762,71895,France,"The year is a fine one for white Bordeaux, and this vintage of white Mouton-Cadet takes good advantage of the fresh, herbaceous character, with an added citrus tang, and spiced up with some aromatic Muscadelle.",,85,10.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Mouton-Cadet 2007  Bordeaux Blanc,Bordeaux-style White Blend,Mouton-Cadet
763,60086,US,"This aromatically unusual wine, with notes of cocoa and green herb, seems to show some oxidation. The purple fruit and orange-peel flavors are on the lighter side of medium bodied, pulling up on the finish.",Estate Grown,86,30.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gamache 2012 Estate Grown Malbec (Columbia Valley (WA)),Malbec,Gamache
764,71768,Italy,"Earthy aromas of truffle, damp soil, new leather and black-skinned fruit lead the way while the polished palate shows dried black cherry, prune, clove and ground pepper. Tightly wound, fine-grained tannins and fresh acidity provide the backbone while notes of tobacco and orange zest linger on the finish.",Titolo,90,45.0,Southern Italy,Aglianico del Vulture,,Kerin O’Keefe,@kerinokeefe,Elena Fucci 2014 Titolo  (Aglianico del Vulture),Aglianico,Elena Fucci
765,52896,US,"Brut X is an extreme brut, made in a bone-dry style from a blend of 31% Chardonnay and 69% Pinot Noir with no added sugar. It's then aged four years. Floral in honeysuckle, the flavors are sharply focused and salty, a mix of lemon, pear and peach that can be enjoyed before, during and after a meal.",Brut X,94,50.0,California,Green Valley,Sonoma,Virginie Boone,@vboone,Iron Horse 2010 Brut X Sparkling (Green Valley),Sparkling Blend,Iron Horse
766,69550,France,"Dominated by Fronton's own native Négrette grape, this is a spicy, earthy wine. A green bell pepper undertow gives freshness while also an unripe character. The wine should be drunk now.",,84,17.0,Southwest France,Fronton,,Roger Voss,@vossroger,Chateau Saint Louis 2012 Red (Fronton),Red Blend,Chateau Saint Louis
767,111046,Argentina,"Black fruit aromas feature a touch of licorice. Feels lively and alert, with edgy acids and juicy, forward flavors of plum and wild berry. Toasty, integrated and spicy on the finish, with pinches of green and black pepper.",Reserva,87,18.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Terrazas de Los Andes 2009 Reserva Malbec (Mendoza),Malbec,Terrazas de Los Andes
768,24577,Australia,"Byrne is a relatively young Clare Valley producer, having made its own wines only since 2008. This Reserve Cabernet features some charred oak and espresso notes on the nose, then ripe, plummy fruit on the palate. It's full bodied, dusty and extracted, boasting plenty of intensity, but lacking polish in this youthful state. It should improve for at least the next five years or so.",Reserve,91,35.0,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Byrne 2013 Reserve Cabernet Sauvignon (Clare Valley),Cabernet Sauvignon,Byrne
769,68923,US,"A lovely Cabernet, rich and pure and quite frankly delicious. Although it shows those famous mountain tannins, they're softly refined and entirely drinkable now, letting the blackberry, chocolate, violet and mineral flavors come through.",Lot 146,92,22.0,California,Diamond Mountain District,Napa,,,Cameron Hughes 2006 Lot 146 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Cameron Hughes
770,70724,US,"Aromas of green wood, vanilla and cola are followed by plump fruit flavors. The palate brings appeal but the aromas don't seem to match up.",Stillwater Creek Vineyard,87,28.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Helix by Reininger 2012 Stillwater Creek Vineyard Merlot (Columbia Valley (WA)),Merlot,Helix by Reininger
771,1941,Austria,"Fruity wine, light, elegant with a touch of minerality, it shows a fine balance of green fruits and its spice. The wine is all about freshness, crispness, a touch of minerality to give texture. At the end, the fragrant acidity shines. Screwcap.",Terrassen Federspiel,87,14.0,Wachau,,,Roger Voss,@vossroger,Domäne Wachau 2012 Terrassen Federspiel Grüner Veltliner (Wachau),Grüner Veltliner,Domäne Wachau
772,9564,US,"Made entirely from Chardonnay, this is a bright sparkling wine, bubbling in acidity and dry, leavened layers of apple and pear. A creaminess of vanilla balances the crispness, making for a successful small-production sparkler.",Blanc de Blancs,93,50.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Benovia 2012 Blanc de Blancs Chardonnay (Russian River Valley),Chardonnay,Benovia
773,69725,Italy,"This opens with aromas suggesting dark-skinned berry, ground pepper and a whiff of flint. The solid, chewy palate shows mature plum, espresso and vanilla alongside ripe, robust tannins. Drink through 2018.",Burgum Novum Riserva,89,43.0,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Castelfeder 2011 Burgum Novum Riserva Lagrein (Alto Adige),Lagrein,Castelfeder
774,75894,US,"Vibrant and concentrated, this light-bodied wine is one of the best of the flamboyantly packaged La Catrina line so far. Packed with vivid fruit flavor, it's lightly sweet but nicely balanced by fresh acidity and flavors like citrus and apple.",,87,12.0,California,California,California Other,Jim Gordon,@gordone_cellars,La Catrina NV Chardonnay (California),Chardonnay,La Catrina
775,82223,US,"This big, ripe wine is soft and round, with integrated tannins. It evokes licorice, blackberry jam and toast on the palate, with mountain sage and molasses notes that linger on the finish.",,87,45.0,California,Napa Valley,Napa,Virginie Boone,@vboone,William Hill Estate 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,William Hill Estate
776,126040,US,"Pinot Noir specialist Bryan Babcock explores this aromatic white grape, delivering a lush and creamy expression. Poached pear and orange blossom notes combine with a nutty quality on the nose, while the wine's creamy consistency meets buoyant acidity on the palate. Lush apple, pear and cashews flavors complete the picture.",Simpatico,92,40.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Babcock 2015 Simpatico Sauvignon Blanc (Sta. Rita Hills),Sauvignon Blanc,Babcock
777,128393,US,"Here is a medium-bodied, richly textured dry wine with a slightly earthy aroma, plummy fruit flavors and a touch of tannin. It's made from mostly Cabernet Sauvignon, with Syrah, Zinfandel and Petite Sirah.",Annabella,84,18.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Michael Pozzan 2011 Annabella Red (Lodi),Red Blend,Michael Pozzan
778,102367,Argentina,"With little luster in the glass, this mild mossy-smelling Patagonian Malbec is saturated and pinching on the palate, with clamping tannins. Chunky incongruous berry flavors end full but rough, with a note of burnt brown sugar on the finish.",Reserva,87,22.0,Other,Río Negro Valley,,Michael Schachner,@wineschach,Denario 2010 Reserva Malbec (Río Negro Valley),Malbec,Denario
779,51680,US,"Soft strawberry and cherry aromas, ripe fruit flavors and a sense of lushness make this a mouthfilling and full-bodied wine. It oozes fruit flavors that spread across the tongue and linger almost like jam on the finish.",Estate Vineyard,89,45.0,California,,,Jim Gordon,@gordone_cellars,Masút 2014 Estate Vineyard Pinot Noir,Pinot Noir,Masút
780,83854,US,"A massive wine, decadent and splendid, and a worthy followup to the near-perfect 2008. Densely packed in fruit, it explodes in blackberries, cassis, dark chocolate, minerals and sweet, toasty new oak. That richness is lifted to brilliance by the tannic structure, which is world class. So deliciously approachable, it's drinkable now, but it should develop over the next 6–8 years. Beyond that, all bets are off, because this modern style of soft, relatively high-alcohol wines has yet to prove itself over the long haul.",Family Reserve,96,135.0,California,Napa Valley,Napa,,,Venge 2009 Family Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Venge
781,90826,Italy,"Barolo Terlo Ravera opens with soft oak tones that still need time to integrate. But the great promise of this wine are its beautiful layers of ripe berry fruit, cassis, leather, chocolate and toasted coconut. The concentration is inky and thick and the finish is very long lasting. Drink after 2018.",Terlo Ravera,93,75.0,Piedmont,Barolo,,,,Marziano Abbona 2007 Terlo Ravera  (Barolo),Nebbiolo,Marziano Abbona
782,40641,Portugal,"Wood-aged white Port giving the gold color and an aged toast character. The wine, aged for an average of 30 years in barrel has sweetness, but this has been transformed into maturity, richness and a final almond flavor.",30-Year-Old White,93,,Port,,,Roger Voss,@vossroger,Burmester NV 30-Year-Old White  (Port),Port,Burmester
783,25235,Italy,"This wine (with the maximum percentage of foreign grapes added to the blend) has a broad, meaty mouthfeel with loads of spice and background notes that recall smoked bacon and ripe black cherry. It offers a bit of sweetness and loads of chewy, flavor-rich succulence.",,87,,Tuscany,Chianti Classico,,,,Tenuta di Lilliano 2006  Chianti Classico,Sangiovese,Tenuta di Lilliano
784,127338,Chile,"Cherry and cassis aromas come across as generic, not spicy, complex or particular. This Cab Franc is aggressive and tannic as it spreads out, with ripe berry, caramel and burnt brown-sugar flavors. Additional caramel sweetness joins chocolaty heat on a ripe finish.",,88,20.0,Colchagua Valley,,,Michael Schachner,@wineschach,Maquis 2012 Cabernet Franc (Colchagua Valley),Cabernet Franc,Maquis
785,15093,Italy,"Very simple and clean, this pretty Lambrusco offers fresh cherry and blueberry with a touch of bitter almond on the close. The wine would pair with pizza piled high with mozzarella cheese.",,84,14.0,Central Italy,Lambrusco Grasparossa di Castelvetro,,,,Cantina di Puianello 2012  Lambrusco Grasparossa di Castelvetro,Lambrusco,Cantina di Puianello
786,40265,Australia,"This is a terrific value in balanced, ready-to-drink Australian Cabernet. It brings several Bordeaux-ish qualities to the table—medium body, silky tannins and aromas reminiscent of cigar box and Ribena—then adds varietally true flavors and a long finish. Drink now–2025.",The Cover Drive,91,20.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Jim Barry 2014 The Cover Drive Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Jim Barry
787,109527,Argentina,"This is nice and hints at greater things, but ultimately it's more modest and fluffy than substantive. Aromas of oak resin, baked apple and vanilla introduce a palate with mild acidity and not much structure. Vanilla, caramel, banana and honey- dew flavors finish soft.",Encuentro,88,19.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Rutini 2014 Encuentro Chardonnay (Mendoza),Chardonnay,Rutini
788,14563,Germany,"Kirsten's 2014 Rieslings each share a core of minerality that prevails over primary fruit, but this dry bottling is particularly savory in style. It's refreshingly spry with layers of smoke and chalk notes meandering amidst sheer streaks of fresh, white grapefruit and apple. The finish is brisk and clean.",Trocken,89,22.0,Mosel,,,Anna Lee C. Iijima,,Kirsten 2014 Trocken Riesling (Mosel),Riesling,Kirsten
789,58415,Austria,"With taut acidity and a line of minerality, this is as fresh as possible but with a kick of structure and herbal texture. It's crisp, clean, well-made, with the fruit right in balance with the acidity. Screwcap.",Friendly,87,,Niederösterreich,,,Roger Voss,@vossroger,Laurenz V. 2010 Friendly Grüner Veltliner (Niederösterreich),Grüner Veltliner,Laurenz V.
790,112948,Italy,Aromas of tropical fruit and banana lead the nose and carry over to the rounded palate along with pineapple and a hint of candied citrus. A note of bitter nut marks the close.,,87,18.0,Southern Italy,Fiano di Avellino,,Kerin O’Keefe,@kerinokeefe,Donnachiara 2016  Fiano di Avellino,Fiano,Donnachiara
791,79764,US,"Shows enough fanciness to make it worth the price. Although it has no possibilities of improving with age, it's a fine, softly gentle Cabernet to drink now. Shows correct blackberry, black currant and oak flavors.",Grand Reserve,87,15.0,California,Napa Valley,Napa,,,Villa Mt. Eden 2006 Grand Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Villa Mt. Eden
792,97537,US,"Here's a solid Pinot Noir for drinking now with a fine steak or chop. It's dry, tannic and silky in the mouth, with pretty flavors of cherries and cola.",,87,24.0,California,Sonoma Coast,Sonoma,,,Schug 2009 Pinot Noir (Sonoma Coast),Pinot Noir,Schug
793,83943,US,"A gorgeous aroma like roses and blackberries meets richly concentrated and ripe black-fruit flavors in this full-bodied, luxuriously textured wine. While extremely ripe and bold, the wine is also smooth and voluptuous, balanced out by silky tannins that keep the mouthfeel lively and fresh sip after sip.",Old Vine Rinaldi Vineyard,95,30.0,California,Fiddletown,Sierra Foothills,Jim Gordon,@gordone_cellars,Easton 2014 Old Vine Rinaldi Vineyard Zinfandel (Fiddletown),Zinfandel,Easton
794,45529,Argentina,"Strawberry and herbal aromas are decent but a bit green. This has a jammy feel, with basic berry flavors that finish minty but fresh. Overall, this is a middle-of-the-road Malbec.",Made with Organic Grapes,85,11.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Familia Cecchin 2012 Made with Organic Grapes Malbec (Mendoza),Malbec,Familia Cecchin
795,49249,Argentina,"Peach and apple aromas are light. Peachy acidity carries the palate toward basic flavors of orange and nectarine, while the finish feels healthy but low on flavor and character.",,84,17.0,Other,Alto Valle del Río Negro,,Michael Schachner,@wineschach,Verum 2013 Chardonnay (Alto Valle del Río Negro),Chardonnay,Verum
796,124972,Argentina,"Ripe, full, sweet, oaky and even a touch confectionary, with a whiff of cotton candy blending with resin and spice from the barrels. The palate is superconcentrated, with blackberry and chocolate flavors, and on the finish the oak pushes things toward toast, coconut and burnt logs. Woody, but powerful and appealing.",Synthesis,88,35.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Finca Sophenia 2007 Synthesis Malbec (Tupungato),Malbec,Finca Sophenia
797,41220,Italy,"This older vintage of a hot-climate Merlot is almost past its prime. The wine appears old and delivers aged notes of resin, tar and asphalt with little fruit. It has a brownish hue and tastes spicy and gritty.",Calat,84,40.0,Sicily & Sardinia,Sicilia,,,,Feudo Principi di Butera 2002 Calat Merlot (Sicilia),Merlot,Feudo Principi di Butera
798,39444,Italy,"Nerello Mascalese and Nerello Cappuccio are the basis of most Etna red wines. This shows purity and clarity, with aromas of forest fruit, cola, wild strawberry, blue flower, tar and dried ginger. The wine is very delicate and feminine, with tight structure, dusty tannins and a bright touch of fruity sweetness that gives it power.",Erse Rosso,90,,Sicily & Sardinia,Etna,,,,Tenuta di Fessina 2010 Erse Rosso  (Etna),Red Blend,Tenuta di Fessina
799,56642,Italy,"Leafy underbrush, leather, truffle, grilled herb and tilled soil aromas lead the way. The dense, forward palate doles out juicy black cherry, star anise, tobacco and an earthy hint of game while velvety tannins give it a smooth, polished texture. It has immediate appeal and will offer fine drinking for the next few years. Drink through 2020.",Buon Padre,90,55.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Viberti 2012 Buon Padre  (Barolo),Nebbiolo,Viberti
800,67706,US,"This succulent effort proves once again that a hot site can make excellent Riesling in Washington state. The Cold Creek signature minerality provides the base, and the fruit, vibrant and fresh, brings juicy acidity as well. The wine sails into a creamy finish that demands a glass refill.",Cold Creek Vineyard,90,15.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chateau Ste. Michelle 2009 Cold Creek Vineyard Riesling (Columbia Valley (WA)),Riesling,Chateau Ste. Michelle
801,114604,Italy,"Deliciously light and creamy, this has a bright flower aroma, followed by touches of honey and stone fruit. Pair it with pastries, fresh fruits or baked apricots.",Zagara,86,19.0,Piedmont,Moscato d'Asti,,,,Marchesi di Barolo 2011 Zagara  (Moscato d'Asti),Moscato,Marchesi di Barolo
802,110453,France,"The pale, pink-gray color indicates how light this wine is. It does have attractive red fruits, crisp acidity and a refreshing shot of green apples, all packaged in a dancing, buoyant body. Drink now.",,88,13.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine de Caseneuve 2014 Rosé (Côtes de Provence),Rosé,Domaine de Caseneuve
803,58012,France,This is a powerful wine with a strong presence of Cabernet Sauvignon to give structure as well as fruit. The wine has great acidity and a rich texture along with ripe plum and black-currant fruit. It comes from an 18th-century estate in the southern Médoc. Drink from 2022.,,90,34.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Maucamps 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Maucamps
804,21231,South Africa,"A brilliant gold color, this Chenin boasts wood-infused fruit notes of pear, peach pit and melon alongside accents of honeysuckle and toasted brioche. The round, slightly slick mouthfeel is elevated with a mouthwatering acidic cut to the close.",,89,15.0,Swartland,,,Lauren Buzzeo,@laurbuzz,Spice Route 2009 Chenin Blanc (Swartland),Chenin Blanc,Spice Route
805,34132,US,"Made in a ripe, rich style, this is a big, fruity wine. It's has a potent black-cherry jam flavor that's simply delicious. Atypical for Pinot Noir, but there's no denying how good it tastes.",Deja Vu,90,60.0,California,Paso Robles,Central Coast,,,Babcock 2010 Deja Vu Pinot Noir (Paso Robles),Pinot Noir,Babcock
806,122794,Spain,"This is earthy, cool and foresty on the bouquet, with a coconut note that accents the wine's deep berry aromas. It feels smooth and nicely balanced, with modest tannins and toasty, oaky flavors of spiced blackberry and licorice. Smooth and subtle on the finish, this is ripe, stylish and ready to drink now.",Gran Reserva,93,60.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Alidis 2006 Gran Reserva  (Ribera del Duero),Tempranillo,Alidis
807,46658,Italy,"This simple wine offers aromas of citrus, dried chamomile and a whiff of hay. The easy palate offers nectarine and lemon zest alongside brisk acidity.",Baglio del Sole,85,12.0,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Feudi del Pisciotto 2013 Baglio del Sole White (Sicilia),White Blend,Feudi del Pisciotto
808,66558,US,"A Chardonnay with noticeable barrel influence, this is creamy and thick, with a baked apple flavor. Pair it with chicken in cream sauce or lobster and butter.",Heritage Collection,84,12.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Peirano 2011 Heritage Collection Chardonnay (Lodi),Chardonnay,Peirano
809,30170,Portugal,"The vineyard is on typical steep slopes on the north bank of the Douro River with cooler corners for white wine. This wood-aged wine is in a bottle more suited to a liqueur and is impressively rich while preserving its cool feel. The mouthfeel has toastiness and ripe yellow fruits which are cut with a steely texture and pink grapefruit acidity. It's a wine to age, so drink from 2017.",Mirabilis Grand Reserva Branco,92,65.0,Douro,,,Roger Voss,@vossroger,Quinta Nova de Nossa Senhora do Carmo 2014 Mirabilis Grand Reserva Branco White (Douro),Portuguese White,Quinta Nova de Nossa Senhora do Carmo
