SaleID,CustomerID,WineDesignation,Quantity,SaleAmount,SaleDate
1252,2237,Touraine Sauvignon,1,254.8831221768311,2024-01-07
1253,1541,Trisagio Malbec-Petit Verdot-Tannat,5,70.97090655314197,2023-01-28
1254,853,Poggio al Lupo,1,261.1795557452972,2023-06-19
1255,3244,Piesporter QbA,1,155.02470598862135,2023-09-25
1256,3222,Les Collines Block 12,3,10.463381175347301,2023-02-24
1257,2120,Perli Vineyards,2,286.2786676316614,2023-10-16
1258,4751,Kessler-Haak Vineyard,2,34.37584062328819,2023-01-02
1259,3507,The McRae Wood,3,243.08168670280227,2023-09-06
1260,2635,Infinito,5,352.68542227308933,2022-12-13
1261,978,Chiaramanti,3,328.24062050734284,2024-02-28
1262,3303,Estate Grown Cave Fermented Finch Hollow Unfiltered,4,136.65038999459523,2024-04-28
1263,4878,Montrevenots Premier Cru,3,165.37644514744568,2023-05-21
1264,4254,Rosso Di California,1,288.0386825572605,2022-09-14
1265,373,Altano Reserva,1,412.7595105933729,2022-10-15
1266,4472,Silver Eagle Vineyard Semper,3,31.422599358103533,2022-12-23
1267,3878,First Eleven,1,396.0101605395887,2023-07-17
1268,2039,Podere Cariano,4,12.021126103597213,2023-01-10
1269,3838,Cuvée Pierre le Grand,1,99.13931361529534,2022-12-05
1270,1790,Beaucharme,4,354.56363566525073,2023-12-13
1271,3086,Jurassic Park,1,139.34525865601077,2024-05-21
1272,2633,Cuvée Les Cèdres,4,461.83163618618426,2022-10-16
1273,3618,Citrine,2,383.22988170380216,2023-04-12
1274,2908,Riserva Ripe al Convento,2,451.93967520183213,2023-09-10
1275,2506,Domaine du Versant Doré,2,484.79850127696716,2023-11-01
1276,576,JRG,2,95.45008218625463,2023-12-16
1277,3467,Eroica,4,480.5206006610021,2022-12-16
1278,4125,"Coleccion Privada, Unfiltered",1,104.09471613670456,2022-10-01
1279,1211,Chloe's Breeze,1,438.34699064009317,2024-03-10
1280,904,Hanenhof,2,268.04319290734645,2023-11-02
1281,1248,Muirfield Vineyard,2,385.56365860940025,2023-07-02
1282,4400,Niersteiner Ölberg Spätlese Trocken,1,474.3662811908855,2022-09-04
1283,3209,Boscareto,5,240.37758856834412,2023-08-17
1284,3558,Smith Dartmoor Estate,4,99.52474585934907,2022-11-05
1285,3434,Connoisseur Collection,5,391.3488998554336,2024-04-18
1286,3026,Puro Riserva,3,208.24823568646607,2023-03-22
1287,3026,Feral,5,208.32481943493562,2023-12-08
1288,3456,Steeple Jack,1,384.28440424793536,2023-01-21
1289,1873,Pentad Red Wine,3,159.07277687740273,2023-10-04
1290,2554,Lavaut Saint-Jacques Premier Cru,4,81.60869607304288,2024-04-10
1291,3798,Nerobaronj,5,187.55345532503026,2023-06-03
1292,4869,Les Hauts Tours,4,150.34280495561677,2023-01-22
1293,2250,Terroir,4,363.88339332664077,2024-03-29
1294,3835,Black St. Peters,2,34.72374390254915,2023-11-25
1295,2833,Edizione Cinque Autoctoni,4,226.86995873993487,2022-09-23
1296,3679,Les Rocailles,2,91.67600480668739,2024-05-23
1297,2993,A Jo Elet,5,278.93705737284483,2023-01-04
1298,2539,Vigna San Martino,4,458.83592831228987,2023-04-04
1299,4979,Boet Erasmus,2,277.44186779058396,2024-03-16
1300,3441,San Vito,2,323.8110834212871,2023-08-02
1301,2700,Nitteler Leiterchen Novum,2,138.31791465026754,2024-04-29
1302,322,Fin de Journée,3,298.53208867550785,2023-01-29
1303,2575,La Tercia Bodega,5,34.13988136385489,2023-03-13
1304,4248,Cali Red,1,152.64684258841245,2024-06-07
1305,1129,Côtes de Tablas,2,148.89840072337057,2023-06-23
1306,281,Version,4,80.87965585165732,2024-05-27
1307,4565,Grand Vintage Brut Rosé,4,438.10212393175414,2023-10-23
1308,2355,Hollystone-Collins Old Vines,5,383.14665094354456,2023-02-23
1309,2985,Ampor,3,499.47569757171766,2022-07-05
1310,3381,Regale,2,378.6669843733493,2024-03-05
1311,783,Le Parrain Red Wine,5,202.1792690953801,2023-01-26
1312,3618,Mélodie de Gustave Fouassier,5,133.47539134361523,2023-04-18
1313,3603,L'Autentica,1,141.0463186122108,2023-11-15
1314,3408,Geyservile Estate,3,291.7346117400749,2022-12-21
1315,1249,Social Club Red,5,196.37560711563242,2023-07-25
1316,970,Vigna delle Conchiglie Riserva,5,220.00106343125424,2023-12-17
1317,2558,Armon Kosher,3,443.2705662027355,2022-06-14
1318,4914,The Sticks & Stones Tempranillo-Grenache-Tintacao-Souzao,1,212.02005638084742,2024-05-28
1319,4634,Les Cantates Chignin Bergeron,1,167.83291410579557,2022-07-31
1320,42,DFJ Alvarinho/Chardonnay,4,347.0811437280064,2023-07-21
1321,1536,Grigio e Bianco White Table Wine,1,158.52789262517103,2024-02-09
1322,1615,Story Vineyard Old Vine,4,15.042441263574045,2022-07-12
1323,2225,White Blend,2,451.03292091461776,2023-11-01
1324,1951,Schouten Vineyard,4,129.99476339492782,2023-05-30
1325,4557,Caterina Zardini,3,148.8583781531043,2023-10-30
1326,4197,Serras de Azeitão Seleção do Enólogo,3,219.81176539539388,2023-09-02
1327,420,Sterling's Favorite,5,331.4764306100579,2023-03-08
1328,2880,KrimSekt White Matured Semi-Dry,2,476.09541231466324,2022-07-03
1329,1695,Brut Metodo Tradizionale Classico,3,89.18487119025617,2022-08-29
1330,485,Aliança Particular,1,97.15534709891978,2023-04-11
1331,4319,Roccaviva,5,73.55472574075142,2023-03-18
1332,287,Terra d'Oro Deaver Vineyard 100 Year Old Vines,3,316.70813017890526,2022-12-10
1333,713,Tagus Creek,5,68.82735185241526,2023-11-29
1334,4278,Angel Camp Vineyard,1,366.23419050270724,2023-12-31
1335,3515,Spring Creek Redd,1,444.54657702882963,2022-12-15
1336,1770,Cote del Sol,4,80.1216111770162,2024-01-13
1337,2945,Roccardo,4,19.392675515212467,2023-11-01
1338,2127,Cigalus,3,158.4507471450756,2023-07-25
1339,660,Bishop Vineyard,4,215.70040815038678,2022-12-18
1340,3776,Assajé,4,288.1252409347169,2024-04-02
1341,2494,Vespera,5,247.21465539904148,2023-12-06
1342,2759,Refreshingly Sweet,5,270.39278181868633,2023-06-14
1343,3786,Bullrush Vineyard,1,325.9631648730145,2023-06-11
1344,2598,Tons de Duorum,3,238.26645790430797,2023-07-04
1345,2170,Domaine de la Becassonne,1,330.7574887234939,2023-12-09
1346,169,Côte Est Reserve,5,173.17801174840545,2023-12-17
1347,4263,Ayer Kupp Spätlese,4,220.47421646120577,2024-04-10
1348,2628,Wolff Vineyard,4,289.31611754300235,2022-12-09
1349,9,Cs,5,308.91515173449125,2023-08-10
1350,161,Ürziger Goldwingert Spätlese,1,307.1435117251125,2022-07-28
1351,1491,Selezione XXV Anno,1,386.40965550409453,2023-10-31
1352,3430,Veraton,3,157.0176225101118,2022-11-27
1353,2188,Tabor Reserve Die Räritat,5,153.51861369733223,2024-05-31
1354,4130,Rendezvous,1,63.361571480452966,2023-11-24
1355,3414,Zellberg,5,351.4417350526565,2024-02-19
1356,826,Vom Haus,5,184.16421829795507,2022-08-24
1357,497,Social Club Red,2,235.6527193265257,2024-02-26
1358,470,Millesimato Extra Brut,2,21.270640815882498,2024-04-02
1359,3973,Bebop,1,140.2973561940131,2022-09-11
1360,3219,Les Porêts-Saint-Georges Premier Cru,5,438.12029793898796,2023-12-31
1361,2140,Presidential 30-year old tawny,1,87.3591106484752,2024-03-17
1362,3632,Ergo,4,90.98463641193037,2024-06-02
1363,790,Stagecoach Vineyard,5,490.98483588388757,2023-11-06
1364,4349,Tizzonero,1,369.3873312571291,2022-10-07
1365,1089,Tamarez,2,83.48828360514234,2023-12-17
1366,4861,Bordino,1,370.7255713292194,2023-02-08
1367,2392,La Source de Vignelaure,3,253.26448408610284,2024-04-04
1368,93,Vinha do Putto,4,298.0525090077363,2024-02-23
1369,2863,Superiore Bianco,4,388.23656588833234,2022-10-27
1370,4735,Reserve Chelle Mountain Vineyard,1,164.75067536535087,2022-06-28
1371,4308,Selección Mesache Blanco,3,164.68866885750745,2022-07-14
1372,1289,Txtura 3,4,439.280323834561,2024-02-18
1373,4056,Llama Old Vine,2,219.3375039657738,2023-01-05
1374,3186,Quinta do Moinho Rosé Bruto,4,165.94762201288754,2024-03-23
1375,1270,Barrel Fermented White,2,377.1172939216242,2023-06-02
1376,2237,Special Cuvée Brut,3,354.8753247602012,2022-08-06
1377,2011,Le Pré du Col Vineyard,3,307.69430881724276,2024-01-25
1378,530,Muascae,1,373.47355955619605,2023-04-24
1379,1244,Château de la Perrière,5,63.26538792789031,2023-07-26
1380,3704,Q,4,94.67753337460823,2022-11-24
1381,4571,Première  Cuvée Brut Rosé,3,223.82969684848612,2022-06-25
1382,3417,Brich dij Nòr,3,234.17469004031352,2023-08-30
1383,2089,Hewitt Vineyard,5,148.0159016599646,2023-07-06
1384,672,Dellago,3,472.4147066640652,2022-09-19
1385,615,Steinberg,2,371.16824359435003,2022-12-25
1386,1794,Chenin-Chardonnay,4,433.9295138006128,2023-01-14
1387,2353,LePlan Classic,4,156.81195433718068,2024-02-27
1388,4068,X2 Estate,3,117.06353626634154,2022-07-05
1389,4838,Gelbling,4,226.21827335567386,2024-02-10
1390,3729,Michel Lynch,1,59.28608959063926,2022-12-04
1391,9,Collins Holystone Vineyard Old Vine,1,431.0425533514411,2024-02-19
1392,1498,Clos Windsbuhl,2,434.78595884506325,2022-09-25
1393,2408,Gold Coast Vineyard Dijon Selection,1,459.2403565977237,2023-09-20
1394,3067,La Roque,5,359.13655949778274,2024-02-07
1395,3458,Don Miguel Vineyard Estate Grown and Bottled,2,486.1137023967932,2023-01-08
1396,3154,Kankana del Elqui Solar No. 10,1,353.54246913688473,2023-09-08
1397,3850,Facundo,1,371.81270268516545,2023-09-23
1398,4047,IV Sons,3,272.051022800506,2024-04-13
1399,875,Rosalack No. 398 Auslese,3,25.702909855253104,2022-06-22
1400,1738,26esimo I Brut,4,275.76603557264616,2024-03-24
1401,123,Vineyard 2131,1,445.70488992213086,2023-11-04
1402,4914,Würzburger Abtsleite Kabinett Trocken,5,158.33532973287163,2023-11-19
1403,479,Millesimato Eliseo Bisol Cuvée del Fondatore Talento Metodo Classico,2,329.5220447714828,2023-10-20
1404,1073,Los Pinos Old Vines,1,169.0617587394855,2023-06-27
1405,2534,Benedict Vineyard,2,73.16499972666365,2023-10-02
1406,3658,Per e' palumm,5,40.42888925682168,2023-01-25
1407,4655,Les Morinières,5,49.835568600804685,2023-12-28
1408,1785,Cuvee Brut,3,240.9241125268747,2023-11-20
1409,4009,Flavio Riserva Brut Blanc de Blanc,5,102.8820948017193,2022-07-03
1410,1876,Gmörk,2,499.5361676193854,2022-06-27
1411,1797,Laire,2,234.45568621949442,2022-09-28
1412,993,Matthew's Station Vineyard,5,205.7682588249958,2022-11-27
1413,738,Taja Excelecia,1,344.1874793742847,2022-12-22
1414,316,BANK,1,284.0730757543406,2023-08-25
1415,4961,Brauneberger Juffer-Sonnenuhr Auslese,1,153.64861337517627,2024-05-05
1416,658,Bernkastel-Cueser Weisenstein Spätlese Trocken,5,84.75262261368057,2022-08-02
1417,36,Pepik,5,210.13022905689934,2023-01-20
1418,4995,Super T,5,244.26492298032358,2024-01-30
1419,3769,Carchelo,5,497.19987963542496,2023-04-01
1420,4489,Alouette,4,101.25320669490961,2024-01-31
1421,2930,Aria,4,409.8018929278676,2022-06-25
1422,409,Lot 348 Field Blend,1,222.71549596357698,2022-10-28
1423,3491,Monte Rosso Vineyard Toreador,3,394.2013860766071,2023-03-12
1424,269,Nova Vineyard Trigrammaton,5,222.39783363762848,2023-01-17
1425,1692,Black Beauty,3,60.17838905491277,2022-10-30
1426,552,Cuvée Particulière,4,72.14270287724477,2023-12-30
1427,3268,Di Cartizze,2,11.968377341832179,2024-02-29
1428,1040,Canta Perdices,3,200.98612687723897,2023-10-24
1429,3258,Utopia Vineyard,5,447.35590849098355,2022-12-07
1430,2529,Carneros Reserve,1,40.15367452610163,2023-12-22
1431,3935,Alta Corte,3,312.117055854647,2024-03-26
1432,3438,Grand Vin Bourgeois,1,390.0100931438716,2023-06-15
1433,2573,Les Chaniots Premier Cru,2,68.22078663683885,2023-10-13
1434,852,L'Apogée Vieilles Vignes,5,266.8768798023955,2023-05-23
1435,1266,Kremser Pfaffenberg Reserve ,3,396.30132363202836,2023-05-06
1436,1584,Scarlet Fire Ciel du Cheval Vineyard Reserve,2,362.5462507784499,2022-07-02
1437,634,Vignafranca,3,356.82070034005835,2023-08-09
1438,2777,Rubicon,4,498.49212400432464,2023-06-11
1439,3886,Les Beaumonts,4,77.80515304311822,2022-07-19
1440,4434,Larner Vineyard Estrella Clone Reserve,4,17.688416974180786,2023-02-01
1441,1316,Niersteiner Hipping Spätlese,2,423.8947093008572,2023-06-26
1442,1730,GMRV Field Blend,1,143.1070527260422,2024-01-25
1443,1053,Phebus Gran Reserva,1,77.20762078502574,2023-05-21
1444,2294,Vigneti di Montegradella,2,82.38374624964935,2024-03-07
1445,1047,Vino Biologico,1,267.5876188184626,2024-01-15
1446,3699,Chapelle de Potensac,1,441.936819992015,2023-02-15
1447,770,Estate Reserva,4,337.41866772514106,2022-10-25
1448,3981,No. 81 Sonoma Collection,2,241.63717305191852,2023-08-08
1449,4908,Wild Z Red Wine,5,135.35691629233833,2023-09-15
1450,243,Whalebone Vineyard,2,178.6449052653093,2023-04-16
1451,3280,Emma's Vineyard Unwooded,3,353.0095846689766,2023-03-07
1452,1610,Aric,3,439.98056965953896,2024-03-19
1453,4667,Lucius Riserva,2,104.39045340664785,2024-05-15
1454,2274,Block #3 Lawrence Vineyard,5,320.2184813782878,2024-03-03
1455,3867,DaKine Vineyard,3,177.14427318690792,2022-06-10
1456,172,Fleur De Montagne,3,207.23666954722427,2023-09-30
1457,4970,Giesta,3,254.77386849032695,2023-01-04
1458,1302,Adel's Vineyard,1,162.6496172045505,2024-03-16
1459,2777,Aragonez,5,402.10579247740986,2024-03-20
1460,4172,Bremerview,4,104.28256214569743,2023-11-06
1461,2051,Santo Stefano Riserva,4,312.93874570093067,2022-12-25
1462,1341,Red Shorts,3,80.64011013738065,2022-07-19
1463,3641,Les Murettes,3,134.04354458239848,2023-01-18
1464,645,Rosa Chiara Rosé,5,360.88890617568205,2023-09-06
1465,94,Regional Collection,4,149.6899407798363,2022-06-16
1466,2504,Yarden Odem Vineyard Kosher,2,159.3582376183825,2023-07-08
1467,2100,Angelica,4,342.9501317901733,2023-03-08
1468,4842,Classic Clare,5,238.44263027818437,2023-06-07
1469,4300,Split Rock Vineyard,3,443.4282814291864,2022-10-22
1470,242,Quinta dos Malvedos Vintage,3,187.0901964525765,2023-12-13
1471,4437,Soft Shoulder,3,137.97126310226824,2024-03-18
1472,3446,Pico,1,115.91160083245289,2022-07-17
1473,4831,Heart Stone Vineyard,4,492.65606301094687,2022-12-22
1474,3472,Le Lombard,5,10.114622216711965,2023-05-19
1475,4255,Rouge des Coteaux,2,306.15428501812687,2023-02-09
1476,4122,Estate Grown,3,45.24064640837582,2022-08-10
1477,4850,West Block Reserve,1,304.40161000729,2022-11-26
1478,4320,VT '07,2,362.73619352782106,2024-04-26
1479,1980,Mas Fenouillet,4,477.2243648791193,2022-11-15
1480,4596,Regent Reserve Cabernet Sauvignon-Petit Verdot,2,308.360457604321,2024-04-23
1481,4652,Wobbly White,5,52.64638428011294,2023-01-21
1482,4624,Five Vineyards Icewine,5,210.35950728434116,2024-03-05
1483,3954,Leopoldina,5,224.61093912182756,2022-08-23
1484,3212,Starr Ridge Vineyard - Dijon Clones,5,293.2430818814036,2022-12-09
1485,455,Riva dei Fiori Brut,1,362.45104834430407,2024-03-15
1486,4963,Bonheur Convivial,4,473.9664854292546,2023-01-08
1487,567,Paguro,5,177.63319380119822,2024-05-11
1488,4533,Gran Cuvée,1,151.59929956221393,2023-12-14
1489,4458,Corner Pocket Vineyard,1,14.893783946634224,2023-04-18
1490,4162,Uvaggio,5,138.04746350766834,2023-03-10
1491,1611,Bells & Whistles,3,292.02779667382947,2022-08-28
1492,4022,Gary's Improv,5,293.7030706421832,2023-11-06
1493,3800,Evinos,4,422.8257600487006,2022-08-23
1494,4163,Mariana Branco,5,154.16506345623213,2024-02-21
1495,2215,Estate Vineyard Dry,5,179.8562697301907,2023-12-27
1496,1022,H3 Les Chevaux Red,1,56.45027360295492,2022-08-08
1497,1154,Wow Oui,2,374.80097808498715,2022-10-17
1498,7,Alter Ego de Château Palmer Barrel Sample,1,135.21436356672803,2023-12-10
1499,1878,El Jabali Vineyard,5,466.6573588501849,2023-02-01
1500,1657,Sentinel Oak Vineyard Pyramid Bloc,4,175.21205818718573,2023-05-16
1501,1355,Kemp Vineyard Folded Rock,2,270.719293512188,2023-01-01
1502,325,Diablo Royale,4,299.65793041845865,2022-07-21
1503,2300,Royal Red,3,37.02597640789402,2022-12-01
1504,536,Mutiny Bay,2,32.23494128301151,2022-09-29
1505,3597,Vigneto della Amorosa,3,336.3015058471725,2023-03-31
1506,2028,Querciabella,3,147.9449379077812,2024-02-23
1507,1270,Presidio Vineyard,4,162.59502933756391,2022-08-29
1508,2083,Great Oaks Ranch,4,274.87492468214873,2023-01-19
1509,1485,Beckstoffer Vineyard Clone Six,4,217.84185561933288,2024-03-08
1510,3309,Campo Reale,4,23.232856439679864,2024-04-15
1511,1512,Hermanschachern,2,471.07951159765423,2023-06-07
1512,3522,El Campanar,3,302.28684904875576,2022-08-07
1513,4103,Pantianna Ranch,2,400.04867526409566,2023-08-02
1514,808,Auberge Road Vineyard,3,496.2470917748698,2022-09-28
1515,1018,Regional Series,5,89.5418622347399,2023-10-24
1516,1745,Les Clos des Rouliers,2,449.6796059315276,2024-02-12
1517,1119,Alò,4,375.51270349334897,2023-02-03
1518,3244,Sonnie's Sawyer Lindquist Vineyard,4,73.80250955720591,2024-04-02
1519,4122,Vintner's Blend #10 Red Table Wine,5,437.5031417434459,2022-11-02
1520,657,Tin Man,5,320.0679759001552,2024-05-25
1521,4564,Lot 140,1,398.90508944579824,2024-05-12
1522,1868,Cuvée 107,5,68.25770305034871,2023-01-15
1523,757,Olivet Lane Vineyard,2,467.9748346036232,2023-03-26
1524,4246,Omero Vineyard,5,195.00383706324223,2024-01-26
1525,584,The White Mullet,5,89.93205741639969,2024-01-27
1526,1013,Out of Sight Vineyard,1,402.8694811277946,2023-12-26
1527,2809,Cerrado del Castillo,3,403.6518098921046,2024-01-10
1528,2159,Brumont,5,182.59804514201252,2023-06-19
1529,3202,"Heritage Collection, Six Clones",4,433.5361072797795,2023-09-09
1530,109,Boccadirosa,3,373.70607139723245,2023-06-03
1531,4081,Morning Dew Vineyard,3,352.6347995244723,2022-12-14
1532,274,Sirì D'Jermu,1,430.52952729029744,2024-06-06
1533,1520,Giambattista Valli,3,148.79192778641666,2023-11-06
1534,1294,São Miguel,4,327.1980345722051,2024-02-28
1535,1338,Domaine de la Tour du Bief,1,42.79077820587043,2024-02-06
1536,4151,Vintner's Selection,1,368.2886538572661,2022-10-30
1537,4492,Nectar Dulce,1,243.5498410495648,2023-10-24
1538,1574,Les Pierrefeux,1,297.5401338375756,2024-05-05
1539,4494,Torre del Falasco,5,343.78031083821,2023-07-29
1540,4135,Hécula,1,353.72486332856397,2022-06-16
1541,335,Tre Venti Brut Millesimato,5,325.56459474025615,2023-08-03
1542,2576,Tegoleto,3,419.0454055897993,2023-04-07
1543,1330,Instinct Parcellaire,5,175.16089127458105,2024-01-11
1544,2865,La Luna e I Falò,3,488.0604592123161,2023-05-15
1545,2843,Big,4,458.5419159998385,2023-06-11
1546,3177,Les Anges Lots,5,295.34233785350506,2023-05-17
1547,3647,Pascena Vendemmia Tardiva,1,320.00594466441305,2024-03-07
1548,200,Las Lilas,5,390.8778759315715,2024-04-14
1549,1014,2 Worlds Reserva Tinto,2,342.356020218615,2023-07-09
1550,1246,Diaporos Block 5,4,458.9380275118212,2022-08-22
1551,642,Viña Alarba Old Vines,2,460.4416038378467,2022-10-19
1552,3307,Numanthia,2,173.4247421803013,2024-03-08
1553,3082,Balduin von Hövel,2,404.5960409970735,2022-07-11
1554,2234,Three Sons Cuvée,3,165.954707771975,2024-02-25
1555,1864,Le Arele,5,475.102068504686,2023-09-18
1556,19,Domaine des Grandes Esperances Les Ailes Pourpres,3,230.14975400076545,2023-03-02
1557,3629,Risa,5,115.93162333024134,2023-08-17
1558,1650,Pellet Vineyard Henry's Reserve,5,385.15674065880916,2023-06-06
1559,2141,D'Istinto,2,240.12195285652834,2024-03-25
1560,4634,Estate 777 Block,3,359.08504492665816,2023-08-13
1561,508,Javernières,1,191.7077454309578,2024-03-18
1562,4542,Cappellaccio Riserva,1,223.27399590948275,2023-10-23
1563,3248,Alazan,5,387.52627461329604,2024-01-06
1564,3714,Block B Paderewski Vineyard,3,158.96314837930905,2023-07-04
1565,3100,Royal,4,395.60124114925486,2023-11-11
1566,1117,Lindsay Estate Vineyard,1,364.83350237688273,2023-07-20
1567,36,Wild Ferment La Escultura Estate,1,106.93471469306131,2023-03-09
1568,2657,Bianca di Valguarnera,2,220.0761878589334,2023-09-04
1569,2552,Wine Obsession I Miti,5,80.69911937981443,2023-03-27
1570,4595,Le Domaine Saget,1,222.02457704836536,2023-05-14
1571,4044,Silver Eagle,1,281.85485602604194,2023-07-31
1572,963,Special Cuvée,5,435.95305246089254,2023-02-23
1573,2208,Quinta da Garrida Reserva Branco,1,482.30556088907383,2023-05-13
1574,3963,Crane Ranch Vineyard Brodacious,3,87.43902455240757,2022-12-23
1575,4092,Grand Cuvée,2,113.64353179840201,2024-04-21
1576,4682,Cuvée Jean Bernard,5,173.05143151436565,2023-03-25
1577,2435,La Petite Perrière,1,428.3017503006295,2022-11-22
1578,1651,Megandina,4,327.3801543747143,2023-02-25
1579,1161,Nugent Vineyard,4,435.611747287178,2023-03-26
1580,386,La Balade,4,50.77184883891578,2023-12-26
1581,4369,Shirtail Ranches,2,244.40238242869378,2022-08-18
1582,4903,Dishon Single Vineyard,4,476.1850651952825,2023-05-14
1583,226,Don Paolo,4,345.5703823852561,2024-01-21
1584,3079,Winemaker's Collection,4,393.1901150669104,2022-12-26
1585,3054,Chateaux du Lovall,5,342.53102662895867,2024-03-02
1586,1242,360 Ruber Capite,4,79.63913388107689,2024-02-08
1587,3990,Soleil,3,123.24169332381452,2023-12-05
1588,1805,Seigneurs d'Aiguilhe,5,105.3593794320432,2023-08-15
1589,2863,Roulette Blanc,3,335.7286312223104,2023-07-21
1590,724,Santa Barbara Historic Vineyards Collection Sanford & Benedict Vineyard,2,61.731131933692524,2023-07-24
1591,3820,Petite Sirah Petit Verdot,4,459.86713976765986,2022-10-25
1592,2186,La Coeta,2,68.52875408031858,2024-03-01
1593,793,Château de Beauregard Vignes Blanches,4,163.30098199177925,2024-05-15
1594,4323,Bricco Gattera,2,114.06379853001897,2022-11-01
1595,4861,Mon Amour,4,439.0504832300913,2022-07-23
1596,1821,Basarin,3,223.803817689311,2022-08-28
1597,2523,Riserva Don Alberto,3,145.38661899759975,2023-01-05
1598,4557,Creston Valley Vineyard,5,277.7914294687849,2022-10-08
1599,4268,Old Cape Colony,3,214.16897469581195,2023-05-03
1600,2421,Arthur,1,441.1034195522665,2024-02-03
1601,2186,Piesporter Goldtröpfchen Erste Lage Spätlese,5,12.653387020882155,2022-08-17
1602,4048,Le Mazet Old World,5,44.7662541835367,2023-12-14
1603,3045,Three Cape Ladies Cape Blend,1,310.33535029148777,2022-08-20
1604,3118,Barrelman's Select,1,18.190019646735266,2023-06-27
1605,4268,Late Harvest Estate,3,265.2804793365557,2023-09-29
1606,1354,1935,1,96.860124575428,2022-12-04
1607,4574,Bechtheimer Stein Spätlese,4,167.68452591084224,2022-12-12
1608,27,Bricco Luciani,3,188.14073894727855,2024-03-15
1609,4368,Beckstoffer-Tokalon Vineyard,4,106.46736113478823,2023-10-06
1610,3105,Les Chevrières,1,17.02137451963804,2023-03-13
1611,4101,Filsell,3,86.69438830879102,2022-07-20
1612,4061,Wavertree,3,338.1158131484794,2023-12-18
1613,3451,Porca de Murça Reserva,1,167.92325923457818,2024-01-16
1614,4125,Arsvitis,3,18.669209753760615,2022-11-29
1615,393,Gypsy,2,64.84180886727066,2023-07-04
1616,1548,Lu Patri,2,93.61917128394512,2023-06-18
1617,1868,Dierberg Block Five,4,151.06158920448354,2022-10-03
1618,4203,Il Principio,4,198.6882913326743,2023-01-24
1619,1605,Art House Viognier-Chenin Blanc-Sauvignon Blanc,3,247.96558061660153,2022-06-24
1620,392,Clos Saint Landelin,4,224.70551812411395,2022-11-08
1621,1440,Destiny Ridge Vineyard Shepard's Mark,1,409.17001400416933,2023-11-17
1622,4263,Trinity Cass Vineyard,2,98.28315508491029,2023-03-19
1623,779,Caleo,1,190.23247317992266,2022-07-10
1624,4220,Castello,3,334.88874131404395,2024-02-06
1625,4994,1000 Vines,1,342.62007721627515,2024-03-27
1626,2158,Finca Pedernal,1,267.8818894793506,2024-05-23
1627,2336,Wildcat Mountain,5,268.04521023506476,2022-07-31
1628,3055,Hummerthal Niersteiner Paterberg Trocken,2,425.3501438809655,2023-06-06
1629,1469,La Montesa,1,170.64355088953897,2024-04-16
1630,17,Syzygy,3,480.7741268896942,2022-11-23
1631,2146,1810,3,164.91148629796456,2022-10-01
1632,1804,Oak Summit Vineyard,3,115.82770623146982,2022-10-27
1633,3363,Coyote Bowl Series,1,336.5657726259767,2024-03-02
1634,4681,Negraró,5,441.9016372073337,2022-11-24
1635,750,White Horse Unfined & Unfiltered,5,38.99857243755146,2023-09-30
1636,4531,Triple C Estate Bottled,4,182.98762757788109,2024-04-10
1637,389,Belcore,2,54.26815946030645,2022-12-19
1638,423,Terre di Tufi,4,22.74289101882268,2023-11-23
1639,3989,Pfeiffer Vineyards,2,36.01264377139499,2023-09-17
1640,4755,Portada Winemaker's Selection,3,468.5903580051056,2023-08-16
1641,4600,Valcolomba,4,82.47119541218673,2023-04-26
1642,4413,Poento Reserva Branco,4,381.54012706994405,2022-09-03
1643,1971,Primum,1,173.5509334206481,2023-12-05
1644,4205,Höhereck Smaragd,4,377.37867400507685,2023-12-24
1645,1134,20 Anos Tawny,2,108.85315511059139,2023-04-16
1646,3428,Marie's View Red,5,131.7393181344038,2022-09-14
1647,4849,Hunter's Cuvee,5,138.94096517216892,2023-03-02
1648,4308,Trois Chateaux,2,91.55621603410749,2024-05-07
1649,3858,Les Hauts du Fief,5,140.96871130331473,2023-01-01
1650,272,Mock,3,342.3242583280702,2023-01-07
1651,729,Tapteil Vineyard Red Wine,5,230.31651533470682,2023-05-28
1652,3124,Station 10,2,105.45296293365782,2022-07-20
1653,2509,Anima Umbra,1,78.84339279309143,2023-08-05
1654,3475,North Highlands Cuvee,2,139.81349988333176,2024-02-25
1655,2939,Blanco Joven,3,472.2124829215281,2024-01-08
1656,897,La Capilla Estate Single Vineyard,2,354.53211478105874,2023-06-05
1657,3944,Maximus,2,73.66059283510103,2023-10-01
1658,2021,Seven Springs Vineyard Summum,4,254.72437778661367,2023-09-21
1659,3828,Savina and Catherine Vineyards,5,190.9329162768815,2023-08-15
1660,1120,Höfen,1,336.29996701370186,2023-07-12
1661,4124,Obere Wies,5,401.17492876482885,2023-02-20
1662,4855,Duca Sanfelice Riserva,1,297.36746665489517,2023-12-16
1663,640,Pavillon Rouge du Château Margaux,1,244.06504272828758,2023-02-22
1664,1100,Sauvignon,5,249.22731890321597,2022-07-10
1665,1831,Ocean's Ghost,3,269.3374188258156,2023-12-07
1666,4263,Mernet 30th Anniversary Reserve,1,98.65028334882089,2023-04-28
1667,1129,Grassnitzberg,1,489.3591694540087,2023-10-10
1668,1499,Sky Rocket/Guitar Road,1,95.77890484670847,2022-09-07
1669,546,Estate QbA,2,251.18810693520834,2022-07-05
